Date,ppt (inches),tmean (degrees F),Species
1989-05,9.62,55.8,CYRE
1989-06,4.72,66.4,CYRE
1989-07,2.68,71.4,CYRE
1989-08,2,68.5,CYRE
1989-09,4.58,61.4,CYRE
1989-10,4.13,52,CYRE
1989-11,4.91,39.1,CYRE
1989-12,2.58,17.5,CYRE
1990-01,3.51,34.2,CYRE
1990-02,4.76,32.8,CYRE
1990-03,0.79,39.7,CYRE
1990-04,4.79,48.2,CYRE
1990-05,6.98,55.6,CYRE
1990-06,2.26,66,CYRE
1990-07,3.05,70,CYRE
1990-08,5.91,68.1,CYRE
1990-09,7.33,61.9,CYRE
1990-10,4.65,53.1,CYRE
1990-11,2.36,45.1,CYRE
1990-12,7.92,35.3,CYRE
1991-01,2.29,26,CYRE
1991-02,2.17,30.9,CYRE
1991-03,3.78,38.8,CYRE
1991-04,3.06,51.4,CYRE
1991-05,2.39,65.8,CYRE
1991-06,1.57,69.2,CYRE
1991-07,1.68,72.2,CYRE
1991-08,3.43,70.7,CYRE
1991-09,2.85,62.3,CYRE
1991-10,3.93,54.1,CYRE
1991-11,3.16,38.8,CYRE
1991-12,2.7,33.4,CYRE
1992-01,2.63,28.7,CYRE
1992-02,2.5,31,CYRE
1992-03,3.63,34.2,CYRE
1992-04,4.15,46.2,CYRE
1992-05,2.84,56.1,CYRE
1992-06,1.8,61.6,CYRE
1992-07,8.99,69.5,CYRE
1992-08,6.6,65.8,CYRE
1992-09,3.79,61.5,CYRE
1992-10,3.57,48.7,CYRE
1992-11,6.44,41,CYRE
1992-12,3.73,32.4,CYRE
1993-01,4.31,29.6,CYRE
1993-02,2.52,23.1,CYRE
1993-03,4.09,31.8,CYRE
1993-04,3.36,47.3,CYRE
1993-05,1.3,58,CYRE
1993-06,5.92,66.2,CYRE
1993-07,3.01,73.2,CYRE
1993-08,1.89,71,CYRE
1993-09,6.25,60.3,CYRE
1993-10,3.49,50.1,CYRE
1993-11,4.92,40.4,CYRE
1993-12,3.56,30.2,CYRE
1994-01,3.58,16.9,CYRE
1994-02,1.37,22.8,CYRE
1994-03,2.08,33.8,CYRE
1994-04,4.33,49.2,CYRE
1994-05,1.73,53.3,CYRE
1994-06,5.88,68.6,CYRE
1994-07,3.02,71.9,CYRE
1994-08,6.45,67.6,CYRE
1994-09,1.99,61.9,CYRE
1994-10,2.16,52.3,CYRE
1994-11,3.66,45.9,CYRE
1994-12,3.01,35.9,CYRE
1995-01,5.72,29.1,CYRE
1995-02,2.04,24,CYRE
1995-03,1.98,38.5,CYRE
1995-04,4.34,43.8,CYRE
1995-05,3.68,57.3,CYRE
1995-06,1.71,69.3,CYRE
1995-07,4.82,72.6,CYRE
1995-08,2.65,74.4,CYRE
1995-09,1.69,60.9,CYRE
1995-10,5.24,54.8,CYRE
1995-11,5.34,36,CYRE
1995-12,4.12,25.9,CYRE
1996-01,3.68,24.1,CYRE
1996-02,2.28,26.1,CYRE
1996-03,3.82,31.2,CYRE
1996-04,7.12,45.7,CYRE
1996-05,4.24,55.8,CYRE
1996-06,5.27,68.4,CYRE
1996-07,4.83,69.2,CYRE
1996-08,4.2,70,CYRE
1996-09,9.7,62.2,CYRE
1996-10,5.15,53,CYRE
1996-11,8.13,35.5,CYRE
1996-12,4.19,34,CYRE
1997-01,2.18,23.6,CYRE
1997-02,3.62,31.5,CYRE
1997-03,4.4,37.3,CYRE
1997-04,2.55,42.9,CYRE
1997-05,5.52,51.5,CYRE
1997-06,6.49,66.6,CYRE
1997-07,0.76,69.9,CYRE
1997-08,4.75,66.4,CYRE
1997-09,2.85,61.8,CYRE
1997-10,3.09,52.4,CYRE
1997-11,3.58,38.8,CYRE
1997-12,3.53,33.3,CYRE
1998-01,4.95,34.2,CYRE
1998-02,1.54,36.8,CYRE
1998-03,3.08,39.6,CYRE
1998-04,6.88,48.7,CYRE
1998-05,1.15,63.7,CYRE
1998-06,4.25,66.6,CYRE
1998-07,3.07,70.8,CYRE
1998-08,3.77,71.3,CYRE
1998-09,1.12,66.1,CYRE
1998-10,2.53,53.6,CYRE
1998-11,2.88,43.7,CYRE
1998-12,1.95,37.4,CYRE
1999-01,4.43,25.2,CYRE
1999-02,1.87,32.4,CYRE
1999-03,2.16,33.6,CYRE
1999-04,4.67,49.1,CYRE
1999-05,2.62,60,CYRE
1999-06,3.34,67.4,CYRE
1999-07,5.22,75.1,CYRE
1999-08,3.15,68.6,CYRE
1999-09,6.68,64,CYRE
1999-10,4.57,52.2,CYRE
1999-11,4.28,45.9,CYRE
1999-12,2.95,32.9,CYRE
2000-01,2.48,26.3,CYRE
2000-02,1.82,32.4,CYRE
2000-03,2.44,43.2,CYRE
2000-04,4.96,46.5,CYRE
2000-05,5.86,60.4,CYRE
2000-06,5.53,68.6,CYRE
2000-07,2.65,68.4,CYRE
2000-08,5.22,68.1,CYRE
2000-09,2.53,62.8,CYRE
2000-10,3.48,54.9,CYRE
2000-11,3.69,40.4,CYRE
2000-12,3.66,23.2,CYRE
2001-01,1.8,27.4,CYRE
2001-02,2.23,31.2,CYRE
2001-03,2.59,33.1,CYRE
2001-04,2.3,50.4,CYRE
2001-05,3.36,60.3,CYRE
2001-06,2.7,67.3,CYRE
2001-07,1.79,71.5,CYRE
2001-08,2.55,72.4,CYRE
2001-09,4.87,62.1,CYRE
2001-10,5.93,53.7,CYRE
2001-11,2.84,49.2,CYRE
2001-12,6.58,37.9,CYRE
2002-01,2.05,33.1,CYRE
2002-02,3.22,33.6,CYRE
2002-03,3.38,37.6,CYRE
2002-04,4.71,49.8,CYRE
2002-05,4.93,53.6,CYRE
2002-06,2.04,69.6,CYRE
2002-07,3.6,74,CYRE
2002-08,1.39,73.1,CYRE
2002-09,4.32,67.9,CYRE
2002-10,2.37,51.3,CYRE
2002-11,4.87,40.6,CYRE
2002-12,3.19,30.3,CYRE
2003-01,2.31,20.6,CYRE
2003-02,1.73,23.5,CYRE
2003-03,3.12,37.7,CYRE
2003-04,2.65,47.8,CYRE
2003-05,8.86,57,CYRE
2003-06,4.76,64.7,CYRE
2003-07,5.45,70.3,CYRE
2003-08,4.47,71.6,CYRE
2003-09,9.31,62.6,CYRE
2003-10,3.77,50,CYRE
2003-11,4.4,46.7,CYRE
2003-12,3.47,32,CYRE
2004-01,3.31,20,CYRE
2004-02,0.75,26.8,CYRE
2004-03,3.69,39.2,CYRE
2004-04,4.05,47.1,CYRE
2004-05,6.62,61.9,CYRE
2004-06,3.09,65.5,CYRE
2004-07,4.88,70.4,CYRE
2004-08,2.43,67.8,CYRE
2004-09,4.23,65.7,CYRE
2004-10,2.17,53.3,CYRE
2004-11,3.36,43.7,CYRE
2004-12,6.49,30.3,CYRE
2005-01,6.74,26.1,CYRE
2005-02,2.47,28.7,CYRE
2005-03,1.7,30.7,CYRE
2005-04,5.86,48.1,CYRE
2005-05,3.26,54,CYRE
2005-06,3.11,72.5,CYRE
2005-07,6.19,74,CYRE
2005-08,4.43,72.5,CYRE
2005-09,4.16,66.9,CYRE
2005-10,3.61,54.6,CYRE
2005-11,3.58,44.8,CYRE
2005-12,3.06,26.5,CYRE
2006-01,3.52,36.7,CYRE
2006-02,3.93,28.2,CYRE
2006-03,2.03,35.2,CYRE
2006-04,2.5,51.4,CYRE
2006-05,5.48,59,CYRE
2006-06,5.85,65.7,CYRE
2006-07,12.12,72.8,CYRE
2006-08,3.79,70.9,CYRE
2006-09,5.04,61.3,CYRE
2006-10,6.7,49.2,CYRE
2006-11,2.53,44.4,CYRE
2006-12,5.34,38,CYRE
2007-01,6.66,31.1,CYRE
2007-02,2.5,17.9,CYRE
2007-03,3.92,38.9,CYRE
2007-04,4.5,44.7,CYRE
2007-05,2.43,60.9,CYRE
2007-06,2.92,67.9,CYRE
2007-07,2.15,69.6,CYRE
2007-08,8.25,71.6,CYRE
2007-09,4.12,65.8,CYRE
2007-10,3.45,59.5,CYRE
2007-11,5.74,40.4,CYRE
2007-12,5.59,31.4,CYRE
2008-01,4.6,28.3,CYRE
2008-02,6.66,25.5,CYRE
2008-03,7.17,32.7,CYRE
2008-04,1.9,53,CYRE
2008-05,3.87,53.6,CYRE
2008-06,5.31,69.6,CYRE
2008-07,5.86,71.2,CYRE
2008-08,3.77,68.1,CYRE
2008-09,2.75,64.1,CYRE
2008-10,4.38,49.5,CYRE
2008-11,4.52,39.5,CYRE
2008-12,5.79,30.3,CYRE
2009-01,3.43,18,CYRE
2009-02,2.41,27.7,CYRE
2009-03,3.8,36.4,CYRE
2009-04,5.09,47.7,CYRE
2009-05,2.92,58.4,CYRE
2009-06,4.16,64.5,CYRE
2009-07,7.13,66.9,CYRE
2009-08,2.65,70.2,CYRE
2009-09,4.69,62.5,CYRE
2009-10,4.77,48.9,CYRE
2009-11,1.76,45.7,CYRE
2009-12,3.92,29,CYRE
2010-01,2.51,24.4,CYRE
2010-02,3.8,23.4,CYRE
2010-03,2,37.2,CYRE
2010-04,3.15,51.2,CYRE
2010-05,5.11,60.7,CYRE
2010-06,5.67,69.6,CYRE
2010-07,3.12,73.5,CYRE
2010-08,3.36,72.4,CYRE
2010-09,3.97,63.9,CYRE
2010-10,5.05,52.1,CYRE
2010-11,5.48,41,CYRE
2010-12,3.76,25.1,CYRE
2011-01,2.46,21.7,CYRE
2011-02,6.38,25.8,CYRE
2011-03,5.86,33.4,CYRE
2011-04,5.95,47.6,CYRE
2011-05,7.83,59.6,CYRE
2011-06,3.05,67.5,CYRE
2011-07,4.5,75,CYRE
2011-08,9.04,70,CYRE
2011-09,7.32,64.4,CYRE
2011-10,8.62,51.7,CYRE
2011-11,5.3,47,CYRE
2011-12,6.29,35.8,CYRE
2012-01,4.87,29.7,CYRE
2012-02,2.48,33,CYRE
2012-03,4.3,48.3,CYRE
2012-04,0.63,45.6,CYRE
2012-05,2.48,62.9,CYRE
2012-06,1.38,68.2,CYRE
2012-07,3.17,74.7,CYRE
2012-08,3.73,69.2,CYRE
2012-09,5.51,61.6,CYRE
2012-10,10.88,51.8,CYRE
2012-11,2.72,38.9,CYRE
2012-12,6.07,36.2,CYRE
2013-01,3.61,28.7,CYRE
2013-02,2.92,25.8,CYRE
2013-03,3.06,31.9,CYRE
2013-04,2.8,46.8,CYRE
2013-05,3.77,61,CYRE
2013-06,6.95,66.5,CYRE
2013-07,8.1,71.4,CYRE
2013-08,3.38,68.5,CYRE
2013-09,2.21,61.9,CYRE
2013-10,6.45,53.2,CYRE
2013-11,4.95,38.5,CYRE
2013-12,4.3,30.9,CYRE
2014-01,2.96,18.7,CYRE
2014-02,3.37,19.1,CYRE
2014-03,2.73,27.5,CYRE
2014-04,4.45,46.9,CYRE
2014-05,3.41,58.8,CYRE
2014-06,5.78,68.1,CYRE
2014-07,7.12,68.2,CYRE
2014-08,6.35,68.5,CYRE
2014-09,4.77,61.9,CYRE
2014-10,5.21,52.3,CYRE
2014-11,4.07,36.6,CYRE
2014-12,2.54,35.2,CYRE
2015-01,3.54,21,CYRE
2015-02,2.86,10.3,CYRE
2015-03,1.81,30.2,CYRE
2015-04,3.34,47.4,CYRE
2015-05,5.74,62.8,CYRE
2015-06,8.65,66.2,CYRE
2015-07,4.12,69.5,CYRE
2015-08,3.69,69.1,CYRE
2015-09,4.54,67.2,CYRE
2015-10,3.77,52,CYRE
2015-11,2.56,46.6,CYRE
2015-12,3.63,42.7,CYRE
2016-01,2.86,25.8,CYRE
2016-02,4.13,30.5,CYRE
2016-03,4.46,41.9,CYRE
2016-04,3.47,45.1,CYRE
2016-05,3.57,57.2,CYRE
2016-06,1.48,67.7,CYRE
2016-07,4.38,73.1,CYRE
2016-08,4.56,74.2,CYRE
2016-09,6.5,66.7,CYRE
2016-10,4.85,55.5,CYRE
2016-11,3.04,45,CYRE
2016-12,5.54,30.4,CYRE
2017-01,6.25,32.1,CYRE
2017-02,3.08,36,CYRE
2017-03,4.22,35.9,CYRE
2017-04,5.09,52.8,CYRE
2017-05,7.02,56.1,CYRE
2017-06,4.15,68.1,CYRE
2017-07,5.15,71,CYRE
2017-08,4.44,68.1,CYRE
2017-09,3.68,64.1,CYRE
2017-10,4.15,56.2,CYRE
2017-11,6.73,40.2,CYRE
2017-12,2.91,27.9,CYRE
2018-01,3.36,23.2,CYRE
2018-02,3.29,32.6,CYRE
2018-03,5.74,31.7,CYRE
2018-04,4.92,40.5,CYRE
2018-05,4.01,63.7,CYRE
2018-06,4.91,67.9,CYRE
2018-07,5.97,72.4,CYRE
2018-08,4.72,72.7,CYRE
2018-09,5.64,67.1,CYRE
2018-10,7.08,52.7,CYRE
2018-11,5.95,36.7,CYRE
2018-12,1.97,34.5,CYRE
2019-01,5.48,25.8,CYRE
2019-02,2.56,29.1,CYRE
2019-03,3.38,32.8,CYRE
2019-04,4.46,47.8,CYRE
2019-05,4.37,58.4,CYRE
2019-06,8.3,65.7,CYRE
2019-07,4.79,73.9,CYRE
2019-08,3.1,69.4,CYRE
2019-09,2.44,66.8,CYRE
2019-10,3.38,54.3,CYRE
2019-11,3.56,36.9,CYRE
2019-12,3.61,35.4,CYRE
2020-01,4.19,32.8,CYRE
2020-02,3.45,29.8,CYRE
2020-03,5.17,40.5,CYRE
2020-04,3.51,42.9,CYRE
2020-05,5.41,56.3,CYRE
2020-06,3.48,67.2,CYRE
2020-07,3.99,74.5,CYRE
2020-08,5.72,69.7,CYRE
2020-09,4.48,62.9,CYRE
2020-10,7.86,51.9,CYRE
2020-11,2.71,46,CYRE
2020-12,5.64,33.5,CYRE
2021-01,2.21,29.2,CYRE
2021-02,1.73,23.3,CYRE
2021-03,1.45,41.5,CYRE
2021-04,4.05,49,CYRE
2021-05,3.69,56.3,CYRE
2021-06,5.49,69.8,CYRE
2021-07,6.02,70.9,CYRE
2021-08,5.96,72.8,CYRE
2021-09,2.72,65.7,CYRE
2021-10,7.15,59,CYRE
2021-11,3.94,40.7,CYRE
2021-12,3.11,38.4,CYRE
2022-01,3.45,21.8,CYRE
2022-02,4.6,28,CYRE
2022-03,3.96,38.4,CYRE
2022-04,3.75,45.8,CYRE
2022-05,4.25,61.1,CYRE
2022-06,1.92,68.1,CYRE
2022-07,5.31,72,CYRE
2022-08,4.8,70.9,CYRE
2022-09,7.41,63.9,CYRE
2022-10,6.14,50.5,CYRE
2022-11,4.63,43.5,CYRE
2022-12,1.67,31.8,CYRE
2023-01,6.89,35.4,CYRE
2023-02,3.33,34.5,CYRE
2023-03,4.74,36.5,CYRE
2023-04,3.73,49.8,CYRE
2023-05,3.27,55.7,CYRE
2023-06,4.61,64.5,CYRE
1993-07,3,72.9,SPLU
1993-08,1.86,70.6,SPLU
1993-09,6.24,60.3,SPLU
1993-10,3.5,49.8,SPLU
1993-11,4.91,40,SPLU
1993-12,3.44,29.4,SPLU
1994-01,3.55,15.9,SPLU
1994-02,1.36,21.9,SPLU
1994-03,2.06,33.1,SPLU
1994-04,4.34,49.1,SPLU
1994-05,1.67,53.2,SPLU
1994-06,5.82,68.4,SPLU
1994-07,3.02,71.6,SPLU
1994-08,6.42,67.2,SPLU
1994-09,1.99,61.8,SPLU
1994-10,2.22,51.9,SPLU
1994-11,3.64,45.3,SPLU
1994-12,2.99,35.2,SPLU
1995-01,5.63,28.4,SPLU
1995-02,1.96,23.3,SPLU
1995-03,1.97,37.8,SPLU
1995-04,4.3,43.6,SPLU
1995-05,3.66,57.1,SPLU
1995-06,1.66,69.1,SPLU
1995-07,4.81,72.3,SPLU
1995-08,2.57,74.1,SPLU
1995-09,1.69,60.8,SPLU
1995-10,5.24,54.4,SPLU
1995-11,5.21,35.3,SPLU
1995-12,4.07,25.4,SPLU
1996-01,3.63,23,SPLU
1996-02,2.23,25.5,SPLU
1996-03,3.76,30.8,SPLU
1996-04,7.06,45.5,SPLU
1996-05,4.2,55.5,SPLU
1996-06,5.25,68.2,SPLU
1996-07,4.86,68.9,SPLU
1996-08,4.15,69.5,SPLU
1996-09,9.68,62.1,SPLU
1996-10,5.14,52.6,SPLU
1996-11,8.03,34.9,SPLU
1996-12,4.09,33.4,SPLU
1997-01,2.11,22.6,SPLU
1997-02,3.53,31,SPLU
1997-03,4.33,36.6,SPLU
1997-04,2.52,42.7,SPLU
1997-05,5.39,51.2,SPLU
1997-06,6.47,66.3,SPLU
1997-07,0.76,69.6,SPLU
1997-08,4.68,66,SPLU
1997-09,2.83,61.7,SPLU
1997-10,3.09,52,SPLU
1997-11,3.52,38.2,SPLU
1997-12,3.46,32.5,SPLU
1998-01,4.78,33.6,SPLU
1998-02,1.52,36.4,SPLU
1998-03,3.03,39.2,SPLU
1998-04,6.84,48.5,SPLU
1998-05,1.11,63.5,SPLU
1998-06,4.18,66.4,SPLU
1998-07,3.08,70.4,SPLU
1998-08,3.66,70.8,SPLU
1998-09,1.1,66.1,SPLU
1998-10,2.53,53.2,SPLU
1998-11,2.84,42.8,SPLU
1998-12,1.9,36.7,SPLU
1999-01,4.34,24.4,SPLU
1999-02,1.8,31.8,SPLU
1999-03,2.12,33.3,SPLU
1999-04,4.59,48.9,SPLU
1999-05,2.55,59.5,SPLU
1999-06,3.3,67.1,SPLU
1999-07,5.22,74.7,SPLU
1999-08,3.12,68.2,SPLU
1999-09,6.66,63.9,SPLU
1999-10,4.59,51.8,SPLU
1999-11,4.24,45.1,SPLU
1999-12,2.91,32.2,SPLU
2000-01,2.38,25.6,SPLU
2000-02,1.78,32.3,SPLU
2000-03,2.43,42.8,SPLU
2000-04,4.94,46.3,SPLU
2000-05,5.75,60.1,SPLU
2000-06,5.4,68.4,SPLU
2000-07,2.67,68.1,SPLU
2000-08,5.18,67.7,SPLU
2000-09,2.53,62.8,SPLU
2000-10,3.48,54.6,SPLU
2000-11,3.61,39.9,SPLU
2000-12,3.49,22.7,SPLU
2001-01,1.74,27.3,SPLU
2001-02,2.19,30.9,SPLU
2001-03,2.5,32.7,SPLU
2001-04,2.27,50.3,SPLU
2001-05,3.29,60.1,SPLU
2001-06,2.68,67.1,SPLU
2001-07,1.81,71.1,SPLU
2001-08,2.53,72.1,SPLU
2001-09,4.85,62.1,SPLU
2001-10,5.94,53.4,SPLU
2001-11,2.79,48.7,SPLU
2001-12,6.57,37.4,SPLU
2002-01,2.02,32.7,SPLU
2002-02,3.22,33.2,SPLU
2002-03,3.33,37.6,SPLU
2002-04,4.72,49.6,SPLU
2002-05,4.84,53.4,SPLU
2002-06,1.86,69.4,SPLU
2002-07,3.8,73.6,SPLU
2002-08,1.37,72.8,SPLU
2002-09,4.16,67.9,SPLU
2002-10,2.3,51,SPLU
2002-11,4.8,40.1,SPLU
2002-12,3.18,29.9,SPLU
2003-01,2.21,20,SPLU
2003-02,1.7,23.4,SPLU
2003-03,3.21,37.7,SPLU
2003-04,2.61,47.6,SPLU
2003-05,8.72,56.8,SPLU
2003-06,4.64,64.5,SPLU
2003-07,5.45,69.9,SPLU
2003-08,4.79,71.3,SPLU
2003-09,9.36,62.7,SPLU
2003-10,3.71,49.7,SPLU
2003-11,4.4,46.2,SPLU
2003-12,3.43,31.1,SPLU
2004-01,3.22,18.9,SPLU
2004-02,0.76,26.2,SPLU
2004-03,3.63,38.8,SPLU
2004-04,4.01,46.9,SPLU
2004-05,6.59,61.6,SPLU
2004-06,3.07,65.2,SPLU
2004-07,4.84,70,SPLU
2004-08,2.56,67.5,SPLU
2004-09,4,65.6,SPLU
2004-10,2.15,52.9,SPLU
2004-11,3.24,43,SPLU
2004-12,6.38,29.2,SPLU
2005-01,6.67,24.9,SPLU
2005-02,2.45,28,SPLU
2005-03,1.65,29.9,SPLU
2005-04,5.27,47.8,SPLU
2005-05,3.03,53.7,SPLU
2005-06,3.01,72.2,SPLU
2005-07,5.65,73.6,SPLU
2005-08,4.03,72,SPLU
2005-09,4.21,66.8,SPLU
2005-10,3.32,54.4,SPLU
2005-11,3.45,44.3,SPLU
2005-12,2.94,25.6,SPLU
2006-01,3.41,35.9,SPLU
2006-02,3.82,27.5,SPLU
2006-03,1.96,34.7,SPLU
2006-04,2.46,51.2,SPLU
2006-05,5.74,58.8,SPLU
2006-06,5.94,65.5,SPLU
2006-07,11.22,72.4,SPLU
2006-08,3.84,70.5,SPLU
2006-09,4.82,61.2,SPLU
2006-10,6.44,48.8,SPLU
2006-11,2.52,43.8,SPLU
2006-12,5.31,37.4,SPLU
2007-01,6.49,30.6,SPLU
2007-02,2.45,17.4,SPLU
2007-03,3.85,38.4,SPLU
2007-04,4.43,44.5,SPLU
2007-05,2.44,60.6,SPLU
2007-06,2.52,67.6,SPLU
2007-07,2.04,69.2,SPLU
2007-08,8.25,71.2,SPLU
2007-09,4.01,65.8,SPLU
2007-10,3.49,59.1,SPLU
2007-11,5.65,39.7,SPLU
2007-12,5.53,30.7,SPLU
2008-01,4.49,27.4,SPLU
2008-02,6.56,25,SPLU
2008-03,7.11,32.5,SPLU
2008-04,1.81,53,SPLU
2008-05,3.85,53.4,SPLU
2008-06,5.02,69.3,SPLU
2008-07,5.95,70.8,SPLU
2008-08,3.6,67.6,SPLU
2008-09,2.75,64,SPLU
2008-10,4.45,49.2,SPLU
2008-11,4.51,38.8,SPLU
2008-12,5.82,29.5,SPLU
2009-01,3.38,17,SPLU
2009-02,2.37,26.8,SPLU
2009-03,3.88,35.7,SPLU
2009-04,5.03,47.5,SPLU
2009-05,2.93,58,SPLU
2009-06,3.85,64.2,SPLU
2009-07,6.9,66.5,SPLU
2009-08,2.67,69.7,SPLU
2009-09,4.83,62.5,SPLU
2009-10,4.74,48.7,SPLU
2009-11,1.77,45.2,SPLU
2009-12,3.84,28,SPLU
2010-01,2.21,23.6,SPLU
2010-02,3.75,23,SPLU
2010-03,2.01,37,SPLU
2010-04,3.15,51,SPLU
2010-05,5.09,60.4,SPLU
2010-06,5.51,69.2,SPLU
2010-07,2.81,73,SPLU
2010-08,3.29,71.9,SPLU
2010-09,3.79,63.9,SPLU
2010-10,4.99,51.7,SPLU
2010-11,5.52,40.5,SPLU
2010-12,3.6,24.2,SPLU
2011-01,2.5,20.9,SPLU
2011-02,6.45,25.2,SPLU
2011-03,5.84,32.7,SPLU
2011-04,5.94,47.5,SPLU
2011-05,7.58,59.3,SPLU
2011-06,2.92,67.2,SPLU
2011-07,4.87,74.6,SPLU
2011-08,8.92,69.5,SPLU
2011-09,7.41,64.4,SPLU
2011-10,8.04,51.4,SPLU
2011-11,5.35,46.4,SPLU
2011-12,6.11,34.9,SPLU
2012-01,5.1,28.7,SPLU
2012-02,2.48,32.7,SPLU
2012-03,4.15,47.7,SPLU
2012-04,0.65,45.5,SPLU
2012-05,2.26,62.6,SPLU
2012-06,1.27,67.8,SPLU
2012-07,3.21,74.4,SPLU
2012-08,3.96,68.7,SPLU
2012-09,5.77,61.6,SPLU
2012-10,11.05,51.5,SPLU
2012-11,2.61,38.3,SPLU
2012-12,5.98,35.5,SPLU
2013-01,3.69,28,SPLU
2013-02,2.97,25.1,SPLU
2013-03,2.98,31.3,SPLU
2013-04,2.83,46.6,SPLU
2013-05,3.59,60.7,SPLU
2013-06,7.13,66.2,SPLU
2013-07,7.91,71,SPLU
2013-08,3.09,68,SPLU
2013-09,2.17,61.8,SPLU
2013-10,6.35,52.8,SPLU
2013-11,4.85,37.8,SPLU
2013-12,4.28,30.1,SPLU
2014-01,2.85,17.7,SPLU
2014-02,3.45,18.6,SPLU
2014-03,2.95,26.9,SPLU
2014-04,4.61,46.7,SPLU
2014-05,3.6,58.4,SPLU
2014-06,5.5,67.7,SPLU
2014-07,7.33,67.8,SPLU
2014-08,6.44,68.1,SPLU
2014-09,4.54,61.8,SPLU
2014-10,5.24,52,SPLU
2014-11,4.02,36,SPLU
2014-12,2.54,34.3,SPLU
2015-01,3.53,20.1,SPLU
2015-02,3.04,9.8,SPLU
2015-03,1.83,30,SPLU
2015-04,3.14,47.2,SPLU
2015-05,5.8,62.4,SPLU
2015-06,8.8,66.1,SPLU
2015-07,4.62,69,SPLU
2015-08,3.73,68.7,SPLU
2015-09,4.47,67,SPLU
2015-10,3.65,51.6,SPLU
2015-11,2.58,46.1,SPLU
2015-12,3.59,42.1,SPLU
2016-01,2.7,24.7,SPLU
2016-02,4.07,29.9,SPLU
2016-03,4.49,41.6,SPLU
2016-04,3.43,44.8,SPLU
2016-05,3.45,56.7,SPLU
2016-06,1.35,67.2,SPLU
2016-07,4.09,72.5,SPLU
2016-08,4.54,73.8,SPLU
2016-09,6.29,66.6,SPLU
2016-10,4.81,55.1,SPLU
2016-11,2.96,44.3,SPLU
2016-12,5.5,29.5,SPLU
2017-01,6.2,31.5,SPLU
2017-02,2.97,35.6,SPLU
2017-03,4.22,35.6,SPLU
2017-04,5.16,52.4,SPLU
2017-05,6.78,55.7,SPLU
2017-06,4.03,67.6,SPLU
2017-07,4.94,70.6,SPLU
2017-08,4.65,67.6,SPLU
2017-09,3.42,64,SPLU
2017-10,4.14,55.8,SPLU
2017-11,6.63,39.6,SPLU
2017-12,2.78,27,SPLU
2018-01,3.38,22.4,SPLU
2018-02,3.32,32.2,SPLU
2018-03,5.54,31.2,SPLU
2018-04,4.94,40.4,SPLU
2018-05,4.17,63.3,SPLU
2018-06,4.81,67.6,SPLU
2018-07,5.67,72,SPLU
2018-08,4.66,72.3,SPLU
2018-09,5.61,67,SPLU
2018-10,7.06,52.4,SPLU
2018-11,6.02,36.2,SPLU
2018-12,1.94,33.7,SPLU
2019-01,5.37,24.6,SPLU
2019-02,2.55,28.5,SPLU
2019-03,3.28,32.4,SPLU
2019-04,4.58,47.5,SPLU
2019-05,4.46,58,SPLU
2019-06,8.3,65.3,SPLU
2019-07,4.34,73.4,SPLU
2019-08,3.16,69,SPLU
2019-09,2.32,66.7,SPLU
2019-10,3.36,54,SPLU
2019-11,3.51,36.3,SPLU
2019-12,3.5,34.5,SPLU
2020-01,4.09,32,SPLU
2020-02,3.39,29.5,SPLU
2020-03,5.09,40.2,SPLU
2020-04,3.47,42.7,SPLU
2020-05,5.44,56,SPLU
2020-06,3.18,66.8,SPLU
2020-07,3.93,74.1,SPLU
2020-08,5.69,69.3,SPLU
2020-09,4.27,62.8,SPLU
2020-10,8,51.6,SPLU
2020-11,2.7,45.5,SPLU
2020-12,5.35,32.6,SPLU
2021-01,2.23,28.5,SPLU
2021-02,1.74,22.6,SPLU
2021-03,1.42,41,SPLU
2021-04,4.08,48.6,SPLU
2021-05,3.74,55.9,SPLU
2021-06,5.11,69.5,SPLU
2021-07,6.01,70.5,SPLU
2021-08,6.35,72.5,SPLU
2021-09,2.62,65.5,SPLU
2021-10,7.04,58.6,SPLU
2021-11,3.83,39.8,SPLU
2021-12,3.07,37.7,SPLU
2022-01,3.38,20.9,SPLU
2022-02,4.51,27.3,SPLU
2022-03,3.86,38.1,SPLU
2022-04,3.75,45.4,SPLU
2022-05,3.98,60.8,SPLU
2022-06,1.81,67.5,SPLU
2022-07,5.29,71.7,SPLU
2022-08,4.85,70.7,SPLU
2022-09,7.39,63.9,SPLU
2022-10,6.01,50.1,SPLU
2022-11,4.49,42.9,SPLU
2022-12,1.6,30.9,SPLU
2023-01,6.78,34.9,SPLU
2023-02,3.25,33.9,SPLU
2023-03,4.62,35.9,SPLU
2023-04,3.6,49.1,SPLU
2023-05,3.35,55.2,SPLU
2023-06,4.55,64,SPLU
